sub_str,num1,num2
ONXMPKMFFBGZPKKYWAFN,6,94
SCMHSLSCLTSHIPKQNFVS,7,72
BWZYZMOZOKAXCZQYJLDB,2,11
PDNJHOEFFSGRVMBRCOPB,1,47
HLPNJUNHRVRQYMMOWBFY,3,81
YAGJYQRBFQLZEIIGGVWR,6,16
DPJCQFIFVQYUXPLNBIGG,7,64
VGIRZJSHKFEVWUBLVMRN,6,43
EGQFMKWUFZUZCIFLQYSY,8,94
MHAMVCVFMDAHZUCCBAIM,7,31
NLRFUHKBEKXFZOLUXFAA,8,79
CFHINXAOMSIOMVKAVXJR,10,84
DPLKTCTPTQIPIQEMYFJF,1,12
BJDRYVNOQTMSVSNBOPFF,2,24
WJPJZIXRSDPEAXDXXHUG,10,70
QPCGIMMOGRARBVYPUEGT,4,79
QJRHAAUKCNWHFKWJWSVP,8,63
PIDABOXPHELBYAPFPQNB,1,70
MSASURNOCRZNIXVISGMH,3,96
DPVZWGEPXCOMACSTIXBE,7,65
ZWHKRBMTPSALEYJJYMMI,1,96
EQUCXQDOFSDVXWYIMFMS,8,100
WYFIEVGQYDOSZZHELYLV,1,45
KVWYKWQRLLSYVWOSNYRD,8,70
PVBLWOVHQEEMSWDBLFGE,4,12
LSBLVWUBFXWENONTIQST,7,52
KHRZKACDLEMIWFZBJDNW,4,55
SXOYQORKEUHTBEOUDWOS,7,16
VAONXWRSLXKEVSOGIRIQ,4,49
VHQWTVHOPGFDYXTIWHRH,9,66
TOELPVULBDDDCZIIODTG,6,48
AOYDFLZUELXNWHEHIEYO,9,53
TMUZSNYINDDZPZKBRSIY,6,26
HXYQDNZKHSYDSYJUOXXD,4,40
SFVAKMEJFEDTPWTPCJXN,4,57
GRKVQFJEFFQZBLHQOZNF,8,13
JLDYKGQFHRFQWUFJUWZM,2,90
DIDVRMCGXPSJVZVFOZKM,5,52
IUBZOJLCQHURNEDXPDHJ,3,57
FQHIRIXWCCGLROKFMZVR,5,54
NAJVZOSYASMBDMIQKMWJ,8,87
TOOHCJJVJQFBDIOPZKDO,4,51
VMIWSXMKUDZZKZVRPINY,6,95
SUXFVAFHDCXPTCPEDYVQ,5,61
WTATQYGHRWNHFJJZQVDA,2,57
BRDHUTQRETOEBEWLASSY,4,41
TEEDSVBMZSTGFUBMVVOM,10,86
GWDDLAAZZDBDVAUWQZGN,5,93
YOJWKGNKBHPQRPTJMQNN,9,100
MHKAGNHGYMDPQFSUBDOB,5,31
ZWXCKFZGNGNRTBEPKNTX,7,48
WBSNXTXGKKVYVCIQOGPQ,8,51
MLYNQVCBQPIVWJYDFUHY,8,88
ARYIMVCNLTMEPQIWYQIA,8,91
FBBPECLDTEXJHROEIDOQ,3,92
VKFWBJXNZSBSVZDTEPAK,1,36
WISEVHGBRYZKADYHQDUH,1,87
ZVDXHWRSEXNOUXYFAHHK,9,41
TGBSZOTNRZFRSEYTPQTS,9,49
KQDUMXXJRFLQAZVYXAMN,5,28
PLWECQCDKDOHIRWKDZPJ,1,70
KZUSTFOQEOUQUAPQVBLR,2,93
KUOTWZVKCAEKEZXVKZRN,7,88
PUZTEOBVDLZITXLSWTKQ,8,39
OTSWVAOERIDPIAGITDZS,6,36
DOYWFQXWOHCEBGJOQJJH,10,49
UFTMEDVHWGSAJDRLNWCO,7,83
BXUCBLZNWCXPNKJHJVAR,1,25
DEYVACMXDWNYQBQVUUVG,9,53
ORCPMWARBQMEHCIIWOJD,4,85
QBUNKMTPQTONFOXJLGWL,5,95
BOLHULUROVRELSLEDWOQ,5,74
TYBJMBOIEMAEWGKCGGJK,9,18
BUXHLCVXSXVYNRHPIDYP,7,96
UQAJIHPMLLGKEQUXCIRP,4,84
NVWEYANQZLMWGRZHYVTK,4,49
QSIBKIASRIVBXVHXQSCV,3,97
JIFTXTVBERENILIONUIJ,3,10
GDCYBOVULUAJLGKUVDNX,1,95
NNVYZJAMVKWUJIDPEPSK,10,93
JUHRLZCFUFEBQWOGLQXF,7,77
VPWPLMJIVWTRWRWYFDQI,9,37
UEBLKJOLMIICIIFZOAXP,9,84
MBZETHFYGFDKDAXCGMFD,6,70
NUZQWSOLBZRPFANXTUIH,1,40
DAOHEFZRWOSIJRYQYHMT,2,35
LUMLBTYIFSMYWNWPYPYX,9,91
JBWCIZUJFDYEXHAFUHMH,9,87
ZMOQMPTMYKPKROPKZHIU,3,65
VLEPPGYFMUQKZNCLINEV,10,59
UFTSIJNGUFWWKHDJNBWA,8,29
UWNBEIRWXOCQNNJKMDDP,9,44
THRNAYDTFVVREKGMAUND,10,38
HUHSNCCLNWKZHFSBEWED,9,50
LADUANFWETYJAWLTDPBA,6,11
ZAQYFAWUTSLSTPFYOEVL,4,83
BUGAPZXIKPIGQTSQNQSE,10,55
CBQTIMFDWQVWEZHYJTAM,6,72
DQQNAWJONHNKPVKHQOPY,10,38
KHKVVKNWRGJWGXLEVCOR,10,36
VHOPFORNBSEBYUXOZCHF,7,10
CNPRSDSNCUFNPWEBMRNW,10,48
LMFMUIOHYDIQXZSDQZAR,9,13
WURAOYDRXWJRHWXDPEER,3,98
DKJSVZSGVSPNNCKIEHJY,3,81
VXRIYMBPREGBYRZQGBOP,10,51
GIAAZIPZSXMHMFANCURK,10,79
JQSDBDGXOSPIPAGACVRN,3,48
MYWVOUXXAZUUPRVFHPBT,10,13
QKWAYVZGZCMJLAMLJEZM,8,18
PQUQEKUIDHYGFPEEUQZG,6,56
ASKOLQVEBFAOZFRZLWAD,6,83
MUIUUAKKOOKFWAYRUJWZ,5,88
NFRPFWEMJSWYUBTHFMHW,5,100
JOKQDOGNDHPZMNWMVLDU,5,75
HJTLZTGHHCUTOXALAQQD,6,79
UUZGTSQGXDFCBDEVOKMX,1,61
IFGFNPKYIZFGEMDFRHAB,7,73
HULQUJPOQVHKWWSYZCSA,3,41
GUUKPZATCMQDVYNVJIXJ,7,78
BXHBRPZCMJKTAIJHGDAH,1,76
UTBYJOBNUTDNTZSSAXMG,7,11
ARQIIXSIYPEOVDZAYWOQ,5,13
VFFTTMCKJVZIWQZXOCNW,1,46
UJIMMGAYDJNTGFPLSPKP,9,97
YAEREMJXLYNPMXFYFFUF,10,91
KMGGEFWGTRBVZTRXCOSV,2,93
SPZEGCRVWHJJLSAFBDTT,5,57
DIDXTLLVTZQWFMISKXAI,2,23
TEPKGKTLRFTMUJAMKIRA,4,63
ZMMGCHTQXPNLNMAWIDDC,5,73
VFITJYDEYITNARZZYJBV,10,60
VJDGLYWCIYGOBSJEXVDP,10,56
MIXQPZYSVWSZBRFDFQWB,1,83
SGMWIFJXLNYPUKXQZWFU,5,90
FIQSPQUKYKOLDOPGXUHH,9,58
VBOWOWYCPYNNNOJGOXYI,10,66
KMMXDRDQPRXCBUYOOOPT,5,79
OJXBRUFDVXAOXECLERXX,2,73
HOUNKUIVYBVETSWFBXMA,5,82
ZJCRKPZQHLBOOJTJTMRY,8,80
KXTBNVEEZIIBTRJIPBID,9,26
LVHPPFIQTEHUHJAMHEMV,10,45
HWOZVYWLCZZVXDZZYFKO,7,59
MUZEOKZPJJYEEODODYUB,2,71
DCFYMTIGZXGBFHWSFMAV,9,96
IPTCUGUNPWBCDCOKICNH,10,11
HHFFBIVONOPJBOSPKMIU,8,69
WCNPJTJVICEBQOMOBHPR,6,34
YYGZBCMWOJBOFIZDWHGA,6,27
CLLUJPSABRBEGFASYHZF,9,72
KUIPQIHXLZGIDVUHEEPD,2,57
ZJNQWYKVZDBYRTFNWMRR,7,82
OFUSVXAMODWJZXRWXEPN,9,93
BDIDNFMSZLECUJAWFATR,6,18
WMJVTGHLHLANHJGFWCEA,1,41
YSGSSFLXXBTIMUYXYNJH,7,70
OLEWCGIUUCXLEYWOONCI,5,91
VJLUSVUZKXZMSDYMLNQZ,9,68
TNCJZJVDPQFKZIZRKXOE,10,47
QHIOILPANUKOSXALQKXG,7,67
GPVJJOXQKLRACUNWNYUC,3,85
DNPHXOSQJZVZUMEMYMGV,9,98
OKYWGVXLBZWIIVBEFXCW,2,21
UDSMPWXLLKUYVBJCESFI,1,60
JXBJDWGOMCZNUBYZTXDX,5,91
ZDTFDVPLDQHHNFJTRWAL,9,35
NEJVYDROJDORXBBGNYUG,9,15
BDFHFFGUBTLHWCWOAJOW,10,71
CKGAWZVLLAPDEPARWVLM,1,75
LVVLBGFEFEGDCEASSPZM,8,67
XHLEQSBOGRFYZJZHHFBU,8,19
YVQENYSMIIODVWFSDHAT,6,67
BRRIHZCRIHUOLOGXZUEF,10,42
EQLIEDYGUPKMGEKHNWMS,5,38
ZAIRXUOAVLPEDZSGUUYX,1,90
EMXWKYGBFYUDQYVYSXVG,7,68
CKOSQQLHGBTCRQERJIWT,7,63
NDRHXHYITOPJAAZNKLES,3,71
WBOKIRWSQXRNNHXLFANQ,9,49
MJMUYCMBACJLJHXXNXWZ,6,29
NWRWVYSHYYWRBUPXSOIM,4,72
DWYGGJMNDPPXMGJVLZJZ,3,40
FVQJVQRZAPIQRLJTFIMN,7,26
AUTCLGWKAQRRMOERUFSB,8,84
DIVBVCQAYAEBKFXFIBPQ,1,74
FTIESQZLXVPGUKLOQDDO,4,93
JCVIMXJLIOQVUTIAUYUU,8,30
NYWTKGWAIADOEYRACDZX,10,13
RZPNBFYJJAUUHGTAJDZC,7,79
JRKHVYVHOAVIUCKSPVNF,4,38
CSLVQRTWTFZFCOXMMMVC,2,53
WELOGHIWIPRXQDFQRZSQ,9,24
BPNHHDGJLLXZNBMRBYDK,7,21
RFOTSYDTXIXAMOOHBIHR,8,90
OHSTMKLVQAQXOMQTBIQQ,8,92
WVQUNLQBCKPUFNSGLOEJ,10,76
JJUBFIVZAHDLWZMFIEMX,3,21
VACRBGSEYKLKOSSCKDIB,4,30
CXHOVRPTYKATEAYAAGMX,5,28
GPTJZAMWGAEHMUQIBGUD,2,39
ZAKZNOMGHWHYUERSWXPS,3,31
GLHMZBLDXGMIANTZYKIR,7,81
BDQTFJOADTNOJQBDVMCM,6,99
EIZLIKYFEOKVTXGROWRE,8,65
NRRLENNAAPSEXLHRBKSC,10,38
YGWLJLPIWBPCXYNGWGQP,5,55
XMZFLZFERXNCWZQLVBZV,2,30
VRRKXSEZIIDYJPJFUTGF,5,61
JFAAXTEJELCPYRKTUYVH,1,77
EDEWNWVLBAUMKZZGWSZA,7,53
GDQMFAWPBNTRRUJNKZOS,1,60
KEEBHXHHRZIOMTRCVNKH,1,90
NULGTNYCNNOLAHORGTQG,5,23
EBESUJJAEVHBAMBAVNCS,10,96
AJFYBIXVYEGTKGHVCTTG,4,16
MMNPRSCIJDYXQEJFLDXN,5,51
RPKIEJAARXKOUIJEBGCE,1,61
RQRNMCDMGTLDONDEPWWO,7,68
KJHYWWTPWCZNAHFZHBXQ,2,86
HUPTOCXBETBPVLAQQRNG,3,44
PSZBQLVGIVVKFGNVTAWR,2,32
EJREATKWFFXYWKTJVFZL,1,85
MYKYXQYRIOPUBFXWYDBH,3,12
UQNJLKSPFQIHBAXKJIMT,2,81
QBLSQSOHABKWLZCOYHTA,5,18
UMIAFTHTHQMFKIHUCGJY,3,66
GXEPYZKKCDOPIYAXTGWL,9,85
QTPYHTJIFVKLNXEADZQT,3,64
UKYYNWAHRFYDHHCZZWGD,8,81
KLSJAWMQBVXWZURRIPWT,2,88
OGRCODIFJDEYDGYKZZSP,1,19
DRQAZZXEENGTHIVZYMUQ,5,97
IBZFQJWYRZBSGCZJWTDZ,2,64
IJJLXKHCCKPPPHVTGPJC,1,36
AFLOKLZBPRQFYKRMJZGR,10,41
KHRJESCZLYRFBASIBSGC,5,86
TNVCHQWDTOPJQSCTJAOC,6,46
LFWSZPXFAVUBSUPBACXT,8,16
XOHXKSCXXHGTJWLQOKOO,10,30
SBDYUKZZPOPCAQKRBPCS,2,96
GMHBQIRBWJTOSVXLPOXE,5,38
YNBXDNQMAJHSYKENMYOW,2,65
YPCOJXLYYLVRZTLPXFMP,10,20
ZEHUYHYRPDHDHRMDZBHL,7,79
ICLEQDWLOHIQWORMQPPJ,1,97
SSZXYFAEHEGCPKAIXSOD,6,97
NUADNCNSOCQZFUFXVBSU,9,94
TIYZBZKNCUJNHZTJCMUO,10,87
GAZQHHKKGJAUUHOBOXXH,7,95
WIFJVINMMMFBUWKWPYWO,1,64
JDGSSGWEGKMGPPTYNMXD,6,22
MBFUCHAPLQFUSBVWIUWW,4,36
JJTYPHNCPKZPEOWDUUUZ,4,62
UZRECIAKYYDENCJQYMRS,3,21
VPYBYZECBAGGWNGVRJMY,6,41
LSUGZDXITVBWRJIKZUEG,9,37
HGXMMUTMQIGSWPDKZJYA,4,72
JAJWAQERRRCJAJMPZRWN,3,75
JDYQOUEFCUTFUGHMQWXB,6,88
TFIDIKWZMFBASWCMSYOD,4,28
WFMSCJCODSOOVOXIGJXY,7,22
SDZLELKEGSQNLHBHGESJ,6,21
TOZISBGTXOEJERLVURSU,4,13
LWTDJLGRNJXRVBDSMRBK,2,80
ZITGMRJNDRMSGEEBUARP,7,85
CGGYSNSAOLXTBKHMEPAH,1,12
OSNGDZVRPUXDEBXBCKES,6,24
VGQEODNQXMHUMBUASBED,5,54
ZEEUUZGVHUHQRLZBTCDI,3,65
CHNIHPAVLJQRWBJYWWIY,1,14
FHHCKSJEYORRGRQFRGXY,4,62
XFRFTXGUTYTUWZXDFBTE,3,20
MRPFECRASTPFLIDNUHZK,1,63
QIAECVUGMMVYHUJUZIKN,8,32
MGDAZODVVDOPPZEXHQNJ,3,68
XLYDIAKVFOZNYMSWBFKF,3,24
AQPOAWCIAWLPPUWCSTWW,1,47
JVUQOQKVVJOMMBZIPJMK,5,65
ECOXGJMYPAGFQWIKCVZZ,5,30
RDUTSFEZBQFLRMQRNBFC,4,60
BJHIRBXYHEVOBQEJWQNP,10,16
ZQMVANNRFANDANKMCCXF,4,27
PPUWICNUJLFZFKMNOBYG,2,88
UKSTKZKWMYLWXBAAGZRB,1,51
BXDICUWLMBXUHOQHQRYF,9,53
RYYXSIIKBRCOSZZUNUOO,4,83
ABAMRFTLECAXIWZQGWHC,6,42
LWJALCMNJTWNFTAEOGCU,10,35
EMUBSWVWSSCSEFLERQUD,5,75
DXQCDYZFHEREBYTZHXKT,2,49
HCVLONOHARDIVBWSRCRQ,10,37
LCFWBYRJQALLXZFFAYSB,8,67
IPWHSZNNOAKKYMFFHVSR,2,48
WXHSOCTYGHHOHVRFRTUB,4,44
VKYBZKCGGZNIYPBQHEQO,4,89
VQHRJDNUOZIZMSCYZZOH,3,57
XNLFSERELYLMSNIQUSYK,3,82
FNKNIFZCDEXCNVEYSVOI,8,92
UTJUBZNWNIWBTUXPWIND,10,14
HTNGYGZKPEQHDMNWTKYT,10,31
HGJJVEUVXKUVJIQFNONH,9,87
GKYQAVFYTSNJJNZETTIN,3,60
NKEOQQZYFGYAKDABVYGM,8,44
MOCZSUNBVLFVWWVUBSLP,3,27
HUPOCWBETCGAAJVHKWHG,6,18
ZISSLGHCFKHHTPBPZHRC,8,75
CRLGBPRRSUCQOWDWRSPT,6,72
UDBEEZCINIBQGVDLNDKJ,1,95
TMOSHUCXBVIBXYOBYRRT,2,40
HVJGHDFTNIRIAYUOJZTV,7,57
TRKSTTVFWNDGYYGWDDPN,8,12
NFSMCRENAKYJVYVRPFDS,3,44
PLLZQYSVTKXNORJTKDXX,5,48
AOPHRUZJOFSKWWSKYSBN,10,15
IMQOASGNGMLSPITYXQGO,1,89
GPKLXHRRLDCAOOFNVDIT,7,19
ILVEIRQIKWSNAIROZBKF,3,82
KUGPWDYDBLSBXXGMPASH,7,31
RSPOZXQVAUUTNOQECHRV,1,64
OAJBROSAXYMDSDYCJVMO,2,95
NONELVRJWBNRJUDVGTRG,10,41
DQGNHYMCXSSRIEWWJTIS,8,85
EJOETPHBBABUIYDGYHPA,6,41
HBJGOJGMPFFLDJWUDRXC,4,60
YZYXCBYWYZIBFQBXRSLS,4,68
ZDFUARJWQPEPHONLBXQL,2,24
BXHBABICVJKQCETUHOFS,9,61
SAKNXKRTLAXKDEPGVUSJ,2,99
HOFOQFYCEXXEXEQTOUDG,9,84
TWTIXYVETRINDUONKDPQ,9,45
WUFLVRFNYTZOJNLIDNJH,1,45
NKAIKHNLMRKGZDHYHBDV,8,14
WLJJKBAOSMLKMMRUKKAU,2,79
OPPTCTNAWJEICPFEMEZC,9,79
CDMGVDJSSBSKCJJVZCVW,6,95
WKCIZULXUBCWLINENGMV,9,31
IIQJKWNUITFPINRDDQUV,5,47
HDCBJSWNWEIEBVRUVUZT,5,15
DKXIDROHGNCJQGDCWOHL,10,40
MEDGZEUPXDRPEQBXVYFR,2,72
GQFTISVNFISGIPHFPCJP,8,29
DOEWEFNVPTWLOPKXQRJT,2,98
LQPIXJRTUVZKBCOIRWET,6,97
ZEZSCCIJECZKQQGCXTXT,4,50
BFEBVLDECMUPLCALMWQE,7,18
FVWHEHENFGJABFQIHCAV,5,33
ENPNAXGKNBZEOQLPLUIB,8,10
OKXUTMIRUVCHQLMYFLJG,1,14
GCBEBVIZGGKXRPUSRIPK,3,47
LSDMSWFSAZCTVEOTESBM,7,70
MWZKUHKQNWDPHLVWFJZR,1,62
BXPSUCYBMDKAIHVCMSTR,10,58
VATQHOQEQNTYATBYGWGB,10,79
PNGFIFHTYQWHYTGBTQFY,6,50
SNPHXUCAAMFLJEMXRROR,1,56
KGOSGKLPLYRKDPUCBZIK,3,22
BOPBEIDUWUAPQKJDSJRM,3,75
BSJVCUCRENYPRPTGXGJI,3,49
VBSBQXSIIWJLGFQVAXKY,1,69
TJEFFGBZNVFIOFUJRTMU,4,64
KNQJBJQZDJNIKFWBVTMY,2,74
RZGOZRQIWXLGPWTOHKYN,7,33
KZCXJOQHKVRRPTEYXAKU,4,55
MWNAXZYUDLCXXZJVCRFR,3,30
OTCSKEZGRKFXSEOBFCXJ,4,45
SNGKYTZNWMAOWMSYHFVV,8,15
DFYZUAOBKDTCKSKMQIYK,9,31
PLYAZQLANZPBFDAUVVKN,10,24
GEKANDWKUJTRETUBNTTR,3,70
XPNCZHWKEERYPVKOSDWM,8,17
WZNGJCRPULNPPUJUHWPZ,4,33
NDVXGCTUEFETGMKVJGSW,6,26
GAGNGVCEWWHKTJHBNZKW,7,23
ZQBKPEUHKCVIOKMUQSKU,9,75
HQEMNWFLTJJTZGKOYWWG,5,28
WFJYHQBQRIPHPUNTODPL,10,48
XPGEYOSBWNDNVYYELCRW,2,61
DQRJKQGOMQBOLUHUDZAC,7,86
UUKBWMHSGVSGAWYECTFC,5,28
LBUTTGCLSHAPPTVVRCJU,2,41
GTNUJRFEJUKSGRTZTJXN,9,35
IOCIDJKJZKILIXHJXSJK,6,65
BCHCVXWQQYLMRJWJTGXT,7,69
IDWAHNYZFXBHHTPMNPJI,4,69
OIRYNJCKCSVBNRNFVTEC,9,83
TBNIKIJABYQSGSWEYSFU,10,64
IUOGKOXCBFOEGEACMFJV,5,95
XJTEIAKHEJARIBYURHOO,3,45
IKQBHHOXGSOFZZTTJWAX,2,40
NEZQEIHQQCFPPDYFLGJI,6,35
DSDAGFUJLKFCNZSGIAHG,10,79
WCBERKXJYJJLPYFXMACQ,3,50
LETQWLCPPOTEBCBDHMTB,3,51
NBDLPVCSKTMCQBXAXNRC,2,96
DVSRBWHCHGHVGPVYSSEC,7,76
GBYQQUDHABJYWJUXVQTL,5,42
ZPOMKEYTDULWAQSIQMAA,3,49
XRJKTWHHKSOKUTEBHZCQ,10,54
WFNEVNQZQXKOQEUUDYHJ,4,61
KUZAXIKEJYIVVFBQKEIJ,3,67
TSJFEJVGGARGFQIYJXCO,7,38
MPUUENMWGERJQUWYHDZS,2,83
TOFGFXTRTDJOSFZKLEPY,3,41
FRVWTNBHNNUUSOBVSDCT,5,98
QZPFIOYEABUSMSJOUFWO,7,40
RIKVRJFKAUSSWJVCTRJL,10,43
GQDYRRBIBEIEBKQOBLBZ,5,45
ETARNVZHQFFFTJMGBHVD,3,45
FQPHRDBXLKNPPKRRNCCL,2,19
OWVVOEHLFCAHFNUTBZAZ,5,59
YFKISDSGTSJXGTPURLFN,1,84
HBROVIROMQXZFIDMVWKL,7,16
FWYUPRXYKJRHNYDBBWVQ,5,49
KAIOBVGLJKZDHWEZUOXN,7,81
WLLMVEHAICSGAQLIXSXF,2,29
LQKMRZFXHEPVCQABHYYR,7,41
RPCCFVSIBSYRDZJTITIG,3,28
IRJAKXTZRBXXYTIRJZWK,4,36
JRKGANGPRRRMWEQQGGMC,6,27
WAGDSADVFDINTKCIEIZZ,6,51
VKJDTJUYVCOIMRJPWDWJ,5,50
NHPAIKKTYCGOBXPVTWZV,2,52
UFTQPIITUXSNYFFOATYS,10,81
RXHACWYCQJYKEYGIAJBT,4,25
GGSNCEWSRTMDQJYCQCRV,9,11
JPCHRGKWCWCTGHCTPENB,3,44
NSAALZUNLNSTBZLNFKZT,2,85
WTZGGDAMNQKLQPXHHQBF,10,77
RDYMIUNWHREOXFRWSUZT,5,45
YSADUITGDRCXNZRPSIAV,8,38
XGQHJHLTZANGVHDYXTPO,4,79
BVNNNNKJZQPSEZGPMUKI,8,61
WRTKSWTWGMDKGRNBLTDJ,7,63
HQGZTDXJWVTJHUVYAMMF,6,37
DCJMVAUBGNJEJFVHYLQS,1,78
ZXNPIOKVIRPSBTBIFAQO,4,49
HUTQBUPULJDSDZNLRAPU,1,43
ZLQICGPDATWILQUNQYVE,4,45
SUNFYIBXERAMMFZPOBNT,6,65
HRTROYGMDMAHAKCJMZBY,7,11
DRMRRKZHZXEJBFWISHTE,5,17
PSFBKEIOSTVQDAJNMTAI,2,59
AXJGRTCWXMUJYOIRNDKN,2,10
CIQWZFNETBQKACBQGFFT,7,31
DAIOUCWWXCEFKFKLIXHZ,5,68
SVIDHHUCUOTNLYSDPCTX,1,97
RLLQLWTDLUMFEHUPECPO,2,25
RRAJJNJUFRJLBNSGXOAT,9,50
UQIDGMNFNUPGEKNABZNC,10,95
PHMNUTXVGJGOMJDUPLFJ,2,52
OANHOWTYGZHWABWBGXQT,9,34
LBOTRXZKCDMVRYOJTYAK,1,90
XKIEECPZSHFVRZNXLTPO,4,66
DBVPSDJKPAHAJWRLEPLJ,9,46
IJWDWTNTZOEXTOJHDJFK,3,79
NNOUNQVMRRWXMLPOTCYE,1,74
EVRYJLTBLJBWYGECCWDM,7,56
TKWKWKSEZGFWWQNBCSQZ,2,66
OFNPJCYNIRMHZWMPXQSY,10,19
MRFBLZCKMJAFXRFTPHJQ,7,34
SLGIENMOTROOMHNLAYEK,1,53
BLCGKKQBNDDIGSHCRMNR,6,15
YMJAWPYMGEKZFFOTISJN,8,36
DHYFHBLIYBTDHRSVMYCY,5,79
NONXOBLYOZILEYBKWRAE,3,58
SBNZQDPEKKSIUEIWGWGW,10,46
EJWIWBLIHGTHGEUHUJLR,6,42
IFGCQUTTCYOQOIJZLVDK,8,90
DOBJEHEDEUFDYKOXRYZN,6,36
FUFIIIPXXVIYDTWIEDGT,8,42
DKQZLVVEYIPRBKCNABUE,7,92
BURCWSRDJJENGXZULPAX,10,44
LBKRWJNBLPHHSXSQEXIW,9,43
FRSDECGPCTIIREPVSLMP,7,20
MKJLKHXIYFHVANEJVATU,6,73
TSXTNFDXVPWHNPZMWSPX,8,52
NCNYGMMRZZKZKGDHOMKY,2,94
OSIKNILXPMIHENJPHLIN,2,81
MMXYZHKTFFIQFXDXBZDO,2,23
UFJERTMZPVEPXZTWLZQM,6,12
HEZHJPZVOIVHPLCODZQO,2,58
GWHAVDVQGMFWNHNNHRGT,6,14
RMSAYMHUIQRYDBEASOKH,8,91
SPCTGYPYXBYFRRHYJLXC,2,34
GHKBMAASLSLFVHSYSJMT,4,85
DYZHLEAOVRXNQUCKIOKV,6,16
WANOWJVWIGZXDQQWAIAI,10,13
EKXXNYGNAMVQHHKXBBZI,7,14
EDGNXXSCVMVNRHFECQQF,3,49
FTOBPYYRRTNQDSUBBGJL,10,91
NYXWOTSJTDKKPNMORJUA,6,25
LCFZDDLCEWHGVXNZTCAE,7,30
VYXVLRXMUMUIBABPQEUQ,7,12
YJJLNSCLZSZCKMSILAIF,8,33
LQANVFOWVSBLFCXYMSJC,6,83
FJJOKQUVNOZMHQQREJPZ,3,43
QYDBGUNBPPAKQWWCUZCQ,3,59
GDPUDJQMPQUAQHUGRVFT,1,85
WRZWGGCPCXFCDZSWDXUT,3,92
NPVHJANYJEIVSTPBEZZL,8,81
PSZCDEIMQBZEWFQAXFFS,3,37
XDYIBGAIRRCORGYOJQXN,6,63
HYLYXVPOROPIVTBVEUDF,5,79
GMTSTKKOHEVZCTCFUYRD,1,31
QJKBWXBZCZMGKRQZNEHR,6,62
PZSJOMANXZDNHKKPTSQJ,1,77
VTHIQJJQBVFQMSDLAJDZ,2,18
IVSTRBAMEZRGBUREPJYG,7,76
RMKKSMNNHYIBFGTERPVP,6,37
HJZXGUZDWWTHFHJUHWOT,5,43
EULNJZGQTALQLTSXDZLD,9,66
IPMJZBPGHCYYJHVQDGKA,7,44
JTUWXWLBRYTHXJLUJGFT,3,77
AXDQGYXYDTOOQGGSBVFM,5,71
TWUJHIBPSABKBUPODDSJ,7,21
ZURDZBUAZBUDLZEGLQFL,2,88
FBEPRAYKRAUGXCWDOSWZ,2,21
GSKRPNEDAEHRNUZZAEIT,10,40
BYHBABSGPDCAPXOTDHPD,8,58
DOWVDDUXXNOALRJPRCQJ,9,13
VNAIODLGUMRBEZPJMOFE,9,55
LEEDRPQDQGKUZZMXJSFY,6,72
FLEDMDSBEDYJCPYWUOCP,1,96
TYQRYTCABRQNUGZOYEQG,8,25
HTAOOQUXAQIZHKMBICWV,7,60
GMFSJIQXXHPXROMYXDVY,4,19
SIFDKHOCWSOAFWFZPNHW,1,53
MKPKJUTXGGKBLBIPKCFS,5,33
RMNIWKSSRGVKZXBEXCNJ,1,39
JHLZNJTILNRZKPBYTMRF,1,81
QOYZTYCWZLFXQMKMEUBK,2,77
ABVSFIHESFGOWAIBOFQT,6,97
CCZLLENXPLDXXQMYHIVU,8,72
CNIOMNMZKOPVPJMKQOFI,2,62
AJNYBGWEBXCGJBEIWSAK,8,60
UNEOARVNQBXVNEQJBDVA,8,36
HGESHAJDXXRFFWTVSKHC,6,71
AUMZJOACZYDHGCLWCRRK,10,55
NKLEZQHDYDEFCUOTIUZZ,5,76
LRJLAUTJHFGNYPBWPWSI,5,40
WXPEEHXCENISXNJGRZRD,8,95
TWZGDCZUYRVNHZLVFJWL,1,43
AHGFBAEFQXOLGWGYWNHJ,10,35
CVRZIWKTSJAKOICILROR,8,80
PADBOPPZYXYJASWREUHS,4,79
ETGVIXFEUFAMRGDZUORG,5,35
PAUGYWTRHVWEDCKONUCS,8,88
EDJQRNAUBNNEQWWNQXEA,10,94
OPCXHXBVFHHEMETQVVMJ,5,82
QFDJXBELAZEEULZOQNVW,6,11
HKDBHBHMKKIVIDMHRHMA,1,14
BKXLXNDZDAOYUPZCYMGF,4,35
ONCYMQRJOIPPBGRKWFSP,3,16
IDLUYVMABISGAYKSSCPG,1,60
ICPSDWYQXKBOGTLXLWFJ,9,57
KBLWFZQPOMZLRHDVQREK,5,43
DVXQNHVUJBIJYQDVDEFJ,4,95
TYFEATYLIPUADPWOISUP,4,83
XDXHEDCFZSJSTWBPFGAP,4,28
XSALUYQMDSLADWLWRTNM,4,55
LDBCZQSVMAXPUTPWEFWA,9,58
AJTFAVIFIUOKSYZKHQHP,8,50
QSXSZSMXBPRUVOJKGXIM,7,20
IEVPLYMJEMRRQFRIPFGS,10,98
SELXCYALXEFGIQYEESMX,8,39
YWLZWXWELTCHKNFEJVMK,6,62
UFQZRVKZUECWMVYNSLLZ,1,12
WPFMIAEXFMVNJURADJTG,10,41
YDFCSVVBGKGGHBJEKRZZ,1,70
